Description:                  Land area not permanently under water.  Source: Natural Resources Conservation Service of the U.S. Dept. of Agriculture.
Holding name:                 Land Area
Collection name:              US County Data
Date class:                   snapshot
Begin date of output:         N/A
End date of output:           N/A
Time step units:              snapshot
Data units:                   N/A,N/A,N/A,km^2
Fill value:                   N/A,N/A,N/A,-9999

FIPS,State,County,Land Area
42079,Pennsylvania,Luzerne,2307.6
42081,Pennsylvania,Lycoming,3198.5
42083,Pennsylvania,McKean,2542.4
42085,Pennsylvania,Mercer,1740.1
42087,Pennsylvania,Mifflin,1063.7
42089,Pennsylvania,Monroe,1573.0
42091,Pennsylvania,Montgomery,1251.3
42093,Pennsylvania,Montour,338.7
42095,Pennsylvania,Northampton,968.3
42097,Pennsylvania,Northumberland,1191.2
42099,Pennsylvania,Perry,1433.7
42101,Pennsylvania,Philadelphia,350.0
42103,Pennsylvania,Pike,1416.9
42105,Pennsylvania,Potter,2800.4
42107,Pennsylvania,Schuylkill,2016.6
42109,Pennsylvania,Snyder,857.9
42111,Pennsylvania,Somerset,2783.6
42113,Pennsylvania,Sullivan,1165.4
42115,Pennsylvania,Susquehanna,2131.6
42117,Pennsylvania,Tioga,2936.5
42119,Pennsylvania,Union,820.4
42121,Pennsylvania,Venango,1748.5
42123,Pennsylvania,Warren,2288.2
42125,Pennsylvania,Washington,2220.0
42127,Pennsylvania,Wayne,1889.0
42129,Pennsylvania,Westmoreland,2648.5
42131,Pennsylvania,Wyoming,1028.8
42133,Pennsylvania,York,2343.0
44001,Rhode Island,Bristol,63.9
44003,Rhode Island,Kent,440.5
44005,Rhode Island,Newport,269.5
44007,Rhode Island,Providence,1070.4
44009,Rhode Island,Washington,862.2
45001,South Carolina,Abbeville,1315.8
45003,South Carolina,Aiken,2779.3
45005,South Carolina,Allendale,1057.3
45007,South Carolina,Anderson,1859.7
45009,South Carolina,Bamberg,1018.6
45011,South Carolina,Barnwell,1420.6
45013,South Carolina,Beaufort,1520.4
45015,South Carolina,Berkeley,2847.8
45017,South Carolina,Calhoun,985.0
45019,South Carolina,Charleston,2376.1
45021,South Carolina,Cherokee,1017.1
45023,South Carolina,Chester,1503.7
45025,South Carolina,Chesterfield,2068.8
45027,South Carolina,Clarendon,1572.8
45029,South Carolina,Colleton,2736.3
45031,South Carolina,Darlington,1455.7
45033,South Carolina,Dillon,1048.7
45035,South Carolina,Dorchester,1488.7
45037,South Carolina,Edgefield,1300.0
45039,South Carolina,Fairfield,1778.2
45041,South Carolina,Florence,2070.0
45043,South Carolina,Georgetown,2110.5
45045,South Carolina,Greenville,2051.5
45047,South Carolina,Greenwood,1179.8
45049,South Carolina,Hampton,1450.2
45051,South Carolina,Horry,2936.3
45053,South Carolina,Jasper,1694.7
45055,South Carolina,Kershaw,1881.1
45057,South Carolina,Lancaster,1422.0
45059,South Carolina,Laurens,1847.1
45061,South Carolina,Lee,1062.8
45063,South Carolina,Lexington,1815.1
45067,South Carolina,Marion,1266.8
45069,South Carolina,Marlboro,1242.5
45065,South Carolina,McCormick,931.3
45071,South Carolina,Newberry,1633.8
45073,South Carolina,Oconee,1619.0
45075,South Carolina,Orangeburg,2864.5
45077,South Carolina,Pickens,1287.0
45079,South Carolina,Richland,1959.4
45081,South Carolina,Saluda,1169.1
45083,South Carolina,Spartanburg,2100.5
45085,South Carolina,Sumter,1723.5
45087,South Carolina,Union,1331.8
45089,South Carolina,Williamsburg,2419.1
45091,South Carolina,York,1767.8
46003,South Dakota,Aurora,1834.3
46005,South Dakota,Beadle,3261.9
46007,South Dakota,Bennett,3070.2
46009,South Dakota,Bon Homme,1459.3
46011,South Dakota,Brookings,2057.8
46013,South Dakota,Brown,4436.2
46015,South Dakota,Brule,2121.3
46017,South Dakota,Buffalo,1218.9
46019,South Dakota,Butte,5823.8
46021,South Dakota,Campbell,1905.8
46023,South Dakota,Charles Mix,2844.5
46025,South Dakota,Clark,2481.2
46027,South Dakota,Clay,1066.1
46029,South Dakota,Codington,1781.3
46031,South Dakota,Corson,6405.2
46033,South Dakota,Custer,4034.6
46035,South Dakota,Davison,1127.8
46037,South Dakota,Day,2664.2
46039,South Dakota,Deuel,1615.1
46041,South Dakota,Dewey,5964.3
46043,South Dakota,Douglas,1123.1
46045,South Dakota,Edmunds,2967.2
46047,South Dakota,Fall River,4506.4
46049,South Dakota,Faulk,2590.6
46051,South Dakota,Grant,1767.7
46053,South Dakota,Gregory,2631.4
46055,South Dakota,Haakon,4696.0
46057,South Dakota,Hamlin,1324.0
46059,South Dakota,Hand,3721.1
46061,South Dakota,Hanson,1125.9
46063,South Dakota,Harding,6916.8
46065,South Dakota,Hughes,1919.1
46067,South Dakota,Hutchinson,2105.8
46069,South Dakota,Hyde,2230.2
46071,South Dakota,Jackson,4841.5
46073,South Dakota,Jerauld,1373.4
46075,South Dakota,Jones,2514.0
46077,South Dakota,Kingsbury,2171.5
46079,South Dakota,Lake,1458.9
46081,South Dakota,Lawrence,2072.2
46083,South Dakota,Lincoln,1497.4
46085,South Dakota,Lyman,4247.8
46091,South Dakota,Marshall,2172.7
46087,South Dakota,McCook,1488.1
46089,South Dakota,McPherson,2944.9
46093,South Dakota,Meade,8989.5
46095,South Dakota,Mellette,3384.1
46097,South Dakota,Miner,1477.3
46099,South Dakota,Minnehaha,2095.8
46101,South Dakota,Moody,1346.0
46103,South Dakota,Pennington,7190.8
46105,South Dakota,Perkins,7442.4
46107,South Dakota,Potter,2244.3
46109,South Dakota,Roberts,2852.5
46111,South Dakota,Sanborn,1473.8
46113,South Dakota,Shannon,5423.3
46115,South Dakota,Spink,3895.3
46117,South Dakota,Stanley,3738.3
46119,South Dakota,Sully,2608.0
46121,South Dakota,Todd,3595.5
46123,South Dakota,Tripp,4179.3
46125,South Dakota,Turner,1597.7
46127,South Dakota,Union,1192.4
46129,South Dakota,Walworth,1833.3
46135,South Dakota,Yankton,1351.0
46137,South Dakota,Ziebach,5082.9
47001,Tennessee,Anderson,874.2
47003,Tennessee,Bedford,1226.9
47005,Tennessee,Benton,1022.6
47007,Tennessee,Bledsoe,1052.4
47009,Tennessee,Blount,1446.7
47011,Tennessee,Bradley,851.5
47013,Tennessee,Campbell,1243.4
47015,Tennessee,Cannon,688.1
47017,Tennessee,Carroll,1551.6
47019,Tennessee,Carter,883.4
47021,Tennessee,Cheatham,784.0
47023,Tennessee,Chester,747.3
47025,Tennessee,Claiborne,1124.8
47027,Tennessee,Clay,611.5
47029,Tennessee,Cocke,1125.2
47031,Tennessee,Coffee,1110.9
47033,Tennessee,Crockett,687.1
47035,Tennessee,Cumberland,1765.4
47037,Tennessee,Davidson,1300.9
47041,Tennessee,DeKalb,788.9
47039,Tennessee,Decatur,864.8
47043,Tennessee,Dickson,1268.9
47045,Tennessee,Dyer,1322.4
47047,Tennessee,Fayette,1824.8
47049,Tennessee,Fentress,1291.5
47051,Tennessee,Franklin,1432.6
47053,Tennessee,Gibson,1561.0
47055,Tennessee,Giles,1582.4
47057,Tennessee,Grainger,726.1
47059,Tennessee,Greene,1610.6
47061,Tennessee,Grundy,933.9
47063,Tennessee,Hamblen,417.1
47065,Tennessee,Hamilton,1405.1
47067,Tennessee,Hancock,575.8
47069,Tennessee,Hardeman,1729.0
47071,Tennessee,Hardin,1496.8
47073,Tennessee,Hawkins,1260.5
47075,Tennessee,Haywood,1381.1
47077,Tennessee,Henderson,1347.0
47079,Tennessee,Henry,1454.9
47081,Tennessee,Hickman,1586.9
47083,Tennessee,Houston,518.6
47085,Tennessee,Humphreys,1378.5
47087,Tennessee,Jackson,800.0
47089,Tennessee,Jefferson,709.2
47091,Tennessee,Johnson,773.1
47093,Tennessee,Knox,1317.0
47095,Tennessee,Lake,423.3
47097,Tennessee,Lauderdale,1218.5
47099,Tennessee,Lawrence,1598.6
47101,Tennessee,Lewis,730.7
47103,Tennessee,Lincoln,1477.1
47105,Tennessee,Loudon,592.1
47111,Tennessee,Macon,795.5
47113,Tennessee,Madison,1442.9
47115,Tennessee,Marion,1294.6
47117,Tennessee,Marshall,972.3
47119,Tennessee,Maury,1587.5
47107,Tennessee,McMinn,1114.5
47109,Tennessee,McNairy,1450.6
47121,Tennessee,Meigs,504.7
47123,Tennessee,Monroe,1645.3
47125,Tennessee,Montgomery,1396.4
47127,Tennessee,Moore,334.6
47129,Tennessee,Morgan,1352.2
47131,Tennessee,Obion,1411.4
47133,Tennessee,Overton,1122.4
47135,Tennessee,Perry,1074.7
47137,Tennessee,Pickett,422.0
47139,Tennessee,Polk,1126.9
47141,Tennessee,Putnam,1038.5
47143,Tennessee,Rhea,818.3
47145,Tennessee,Roane,935.0
47147,Tennessee,Robertson,1234.2
47149,Tennessee,Rutherford,1603.1
47151,Tennessee,Scott,1378.2
47153,Tennessee,Sequatchie,688.6
47155,Tennessee,Sevier,1534.1
47157,Tennessee,Shelby,1955.1
47159,Tennessee,Smith,814.4
47161,Tennessee,Stewart,1185.4
47163,Tennessee,Sullivan,1069.8
47165,Tennessee,Sumner,1371.0
47167,Tennessee,Tipton,1189.8
47169,Tennessee,Trousdale,295.9
47171,Tennessee,Unicoi,482.1
47173,Tennessee,Union,579.1
47175,Tennessee,Van Buren,708.3
47177,Tennessee,Warren,1120.7
47179,Tennessee,Washington,844.9
47181,Tennessee,Wayne,1901.1
47183,Tennessee,Weakley,1502.9
47185,Tennessee,White,975.8
47187,Tennessee,Williamson,1509.3
47189,Tennessee,Wilson,1477.9
48001,Texas,Anderson,2773.7
48003,Texas,Andrews,3886.9
48005,Texas,Angelina,2076.2
48007,Texas,Aransas,652.6
48009,Texas,Archer,2356.3
48011,Texas,Armstrong,2366.4
48013,Texas,Atascosa,3191.4
48015,Texas,Austin,1690.4
48017,Texas,Bailey,2141.3
48019,Texas,Bandera,2050.7
48021,Texas,Bastrop,2301.1
48023,Texas,Baylor,2255.5
48025,Texas,Bee,2279.8
48027,Texas,Bell,2742.8
48029,Texas,Bexar,3229.5
48031,Texas,Blanco,1842.3
48033,Texas,Borden,2328.1
48035,Texas,Bosque,2562.2
48037,Texas,Bowie,2299.8
48039,Texas,Brazoria,3592.0
48041,Texas,Brazos,1517.3
48043,Texas,Brewster,16040.0
48045,Texas,Briscoe,2331.8
48047,Texas,Brooks,2443.3
48049,Texas,Brown,2444.9
48051,Texas,Burleson,1723.9
48053,Texas,Burnet,2577.8
48055,Texas,Caldwell,1413.6
48057,Texas,Calhoun,1327.0
48059,Texas,Callahan,2327.6
48061,Texas,Cameron,2345.4
48063,Texas,Camp,511.6
48065,Texas,Carson,2391.2
48067,Texas,Cass,2428.0
48069,Texas,Castro,2326.9
48071,Texas,Chambers,1552.4
48073,Texas,Cherokee,2725.5
48075,Texas,Childress,1839.9
48077,Texas,Clay,2843.5
48079,Texas,Cochran,2007.9
48081,Texas,Coke,2328.1
48083,Texas,Coleman,3296.9
48085,Texas,Collin,2195.6
48087,Texas,Collingsworth,2379.8
48089,Texas,Colorado,2494.3
48091,Texas,Comal,1454.3
48093,Texas,Comanche,2428.8
48095,Texas,Concho,2568.0
48097,Texas,Cooke,2263.1
48099,Texas,Coryell,2724.3
48101,Texas,Cottle,2334.2
48103,Texas,Crane,2034.8
48105,Texas,Crockett,7271.8
48107,Texas,Crosby,2329.9
48109,Texas,Culberson,9874.9
48111,Texas,Dallam,3897.4
48113,Texas,Dallas,2278.9
48115,Texas,Dawson,2336.4
48123,Texas,DeWitt,2355.0
48117,Texas,Deaf Smith,3878.4
48119,Texas,Delta,717.9
48121,Texas,Denton,2301.2
48125,Texas,Dickens,2342.0
48127,Texas,Dimmit,3447.3
48129,Texas,Donley,2408.2
48131,Texas,Duval,4643.5
48133,Texas,Eastland,2398.6
48135,Texas,Ector,2333.9
48137,Texas,Edwards,5490.7
48141,Texas,El Paso,2623.9
48139,Texas,Ellis,2434.6
48143,Texas,Erath,2813.8
48145,Texas,Falls,1992.1
48147,Texas,Fannin,2309.1
48149,Texas,Fayette,2460.8
48151,Texas,Fisher,2334.2
48153,Texas,Floyd,2570.1
48155,Texas,Foard,1830.4
48157,Texas,Fort Bend,2266.4
48159,Texas,Franklin,739.9
48161,Texas,Freestone,2292.8
48163,Texas,Frio,2934.8
48165,Texas,Gaines,3891.3
48167,Texas,Galveston,1032.6
48169,Texas,Garza,2319.7
48171,Texas,Gillespie,2748.4
48173,Texas,Glasscock,2333.1
48175,Texas,Goliad,2210.8
48177,Texas,Gonzales,2765.7
48179,Texas,Gray,2404.4
48181,Texas,Grayson,2418.2
48183,Texas,Gregg,709.8
48185,Texas,Grimes,2056.0
48187,Texas,Guadalupe,1842.0
48189,Texas,Hale,2602.3
48191,Texas,Hall,2339.1
48193,Texas,Hamilton,2164.7
48195,Texas,Hansford,2382.5
48197,Texas,Hardeman,1801.2
48199,Texas,Hardin,2316.4
48201,Texas,Harris,4478.1
48203,Texas,Harrison,2328.0
48205,Texas,Hartley,3787.5
48207,Texas,Haskell,2338.9
48209,Texas,Hays,1755.9
48211,Texas,Hemphill,2356.2
48213,Texas,Henderson,2264.6
48215,Texas,Hidalgo,4063.9
48217,Texas,Hill,2492.7
48219,Texas,Hockley,2352.5
48221,Texas,Hood,1092.0
48223,Texas,Hopkins,2032.5
48225,Texas,Houston,3188.3
48227,Texas,Howard,2338.6
48229,Texas,Hudspeth,11839.8
48231,Texas,Hunt,2178.8
48233,Texas,Hutchinson,2298.4
48235,Texas,Irion,2723.6
48237,Texas,Jack,2376.2
48239,Texas,Jackson,2148.5
48241,Texas,Jasper,2428.0
48243,Texas,Jeff Davis,5865.3
48245,Texas,Jefferson,2340.3
48247,Texas,Jim Hogg,2942.7
48249,Texas,Jim Wells,2239.4
48251,Texas,Johnson,1889.1
48253,Texas,Jones,2411.5
48255,Texas,Karnes,1943.3
48257,Texas,Kaufman,2036.1
48259,Texas,Kendall,1715.9
48261,Texas,Kenedy,3773.3
48263,Texas,Kent,2337.2
48265,Texas,Kerr,2865.3
48267,Texas,Kimble,3239.6
48269,Texas,King,2363.0
48271,Texas,Kinney,3531.6
48273,Texas,Kleberg,2256.0
48275,Texas,Knox,2212.3
48283,Texas,La Salle,3856.5
48277,Texas,Lamar,2375.2
48279,Texas,Lamb,2632.2
48281,Texas,Lampasas,1844.3
48285,Texas,Lavaca,2512.3
48287,Texas,Lee,1628.0
48289,Texas,Leon,2776.8
48291,Texas,Liberty,3003.9
48293,Texas,Limestone,2354.0
48295,Texas,Lipscomb,2414.3
48297,Texas,Live Oak,2684.3
48299,Texas,Llano,2421.3
48301,Texas,Loving,1743.4
48303,Texas,Lubbock,2330.0
48305,Texas,Lynn,2310.1
48313,Texas,Madison,1216.5
48315,Texas,Marion,987.4
48317,Texas,Martin,2369.5
48319,Texas,Mason,2414.3
48321,Texas,Matagorda,2886.7
48323,Texas,Maverick,3315.6
48307,Texas,McCulloch,2769.7
48309,Texas,McLennan,2698.6
48311,Texas,McMullen,2882.9
48325,Texas,Medina,3439.2
48327,Texas,Menard,2336.1
48329,Texas,Midland,2331.8
48331,Texas,Milam,2633.5
48333,Texas,Mills,1937.8
48335,Texas,Mitchell,2357.2
48337,Texas,Montague,2410.6
48339,Texas,Montgomery,2704.8
48341,Texas,Moore,2330.3
48343,Texas,Morris,659.2
48345,Texas,Motley,2562.6
48347,Texas,Nacogdoches,2452.3
48349,Texas,Navarro,2774.4
48351,Texas,Newton,2415.8
48353,Texas,Nolan,2362.2
48355,Texas,Nueces,2165.0
48357,Texas,Ochiltree,2376.7
48359,Texas,Oldham,3886.9
48361,Texas,Orange,923.1
48363,Texas,Palo Pinto,2468.2
48365,Texas,Panola,2074.5
48367,Texas,Parker,2340.3
48369,Texas,Parmer,2283.7
48371,Texas,Pecos,12338.8
48373,Texas,Polk,2738.6
48375,Texas,Potter,2355.5
48377,Texas,Presidio,9986.5
48379,Texas,Rains,601.1
48381,Texas,Randall,2368.5
48383,Texas,Reagan,3044.3
48385,Texas,Real,1812.9
48387,Texas,Red River,2720.1
48389,Texas,Reeves,6827.4
48391,Texas,Refugio,1995.2
48393,Texas,Roberts,2393.5
48395,Texas,Robertson,2213.5
48397,Texas,Rockwall,333.6
48399,Texas,Runnels,2731.2
48401,Texas,Rusk,2392.2
48403,Texas,Sabine,1269.9
48405,Texas,San Augustine,1367.3
48407,Texas,San Jacinto,1478.1
48409,Texas,San Patricio,1791.7
48411,Texas,San Saba,2938.5
48413,Texas,Schleicher,3394.7
48415,Texas,Scurry,2337.7
48417,Texas,Shackelford,2367.3
48419,Texas,Shelby,2057.0
48421,Texas,Sherman,2390.8
48423,Texas,Smith,2404.8
48425,Texas,Somervell,484.8
48427,Texas,Starr,3167.9
48429,Texas,Stephens,2317.3
48431,Texas,Sterling,2391.7
48433,Texas,Stonewall,2379.6
48435,Texas,Sutton,3765.6
48437,Texas,Swisher,2332.3
48439,Texas,Tarrant,2236.5
48441,Texas,Taylor,2371.7
48443,Texas,Terrell,6107.0
48445,Texas,Terry,2304.8
48447,Texas,Throckmorton,2363.1
48449,Texas,Titus,1063.4
48451,Texas,Tom Green,3942.5
48453,Texas,Travis,2562.6
48455,Texas,Trinity,1794.6
48457,Texas,Tyler,2390.5
48459,Texas,Upshur,1522.2
48461,Texas,Upton,3216.2
48463,Texas,Uvalde,4031.7
48465,Texas,Val Verde,8212.0
48467,Texas,Van Zandt,2198.4
48469,Texas,Victoria,2285.9
48471,Texas,Walker,2039.7
48473,Texas,Waller,1330.3
48475,Texas,Ward,2164.1
48477,Texas,Washington,1578.0
48479,Texas,Webb,8694.6
48481,Texas,Wharton,2823.6
48483,Texas,Wheeler,2368.0
48485,Texas,Wichita,1625.7
48487,Texas,Wilbarger,2515.2
48489,Texas,Willacy,1545.5
48491,Texas,Williamson,2912.1
48493,Texas,Wilson,2090.6
48495,Texas,Winkler,2178.5
48497,Texas,Wise,2343.1
48499,Texas,Wood,1684.3
48501,Texas,Yoakum,2071.4
48503,Texas,Young,2389.0
48505,Texas,Zapata,2581.8
48507,Texas,Zavala,3363.3
49001,Utah,Beaver,6708.4
49003,Utah,Box Elder,14824.3
49005,Utah,Cache,3016.4
49007,Utah,Carbon,3829.5
49009,Utah,Daggett,1808.8
49011,Utah,Davis,788.7
49013,Utah,Duchesne,8387.4
49015,Utah,Emery,11531.0
49017,Utah,Garfield,13402.0
49019,Utah,Grand,9535.8
49021,Utah,Iron,8543.1
49023,Utah,Juab,8785.0
49025,Utah,Kane,10339.7
49027,Utah,Millard,17067.1
49029,Utah,Morgan,1577.6
49031,Utah,Piute,1962.9
49033,Utah,Rich,2664.1
49035,Utah,Salt Lake,1909.9
49037,Utah,San Juan,20255.7
49039,Utah,Sanpete,4113.3
49041,Utah,Sevier,4947.9
49043,Utah,Summit,4846.3
49045,Utah,Tooele,17989.9
49047,Utah,Uintah,11596.2
49049,Utah,Utah,5175.9
49051,Utah,Wasatch,3058.6
49053,Utah,Washington,6286.4
49055,Utah,Wayne,6372.6
49057,Utah,Weber,1490.8
50001,Vermont,Addison,1994.4
50003,Vermont,Bennington,1751.7
50005,Vermont,Caledonia,1686.0
50007,Vermont,Chittenden,1395.9
50009,Vermont,Essex,1723.1
50011,Vermont,Franklin,1650.0
50013,Vermont,Grand Isle,214.0
50015,Vermont,Lamoille,1192.9
50017,Vermont,Orange,1783.8
50019,Vermont,Orleans,1804.9
50021,Vermont,Rutland,2414.4
50023,Vermont,Washington,1786.0
50025,Vermont,Windham,2042.9
50027,Vermont,Windsor,2515.7
51001,Virginia,Accomack,1177.4
51003,Virginia,Albemarle,1871.9
51510,Virginia,Alexandria (city),39.6
51005,Virginia,Alleghany,1154.8
51007,Virginia,Amelia,924.2
51009,Virginia,Amherst,1230.9
51011,Virginia,Appomattox,864.3
51013,Virginia,Arlington,67.0
51015,Virginia,Augusta,2516.7
51017,Virginia,Bath,1377.6
51019,Virginia,Bedford,1955.0
51515,Virginia,Bedford (city),17.7
51021,Virginia,Bland,929.0
51023,Virginia,Botetourt,1405.6
51520,Virginia,Bristol (city),30.0
51025,Virginia,Brunswick,1466.4
51027,Virginia,Buchanan,1305.1
51029,Virginia,Buckingham,1504.5
51530,Virginia,Buena Vista (city),17.7
51031,Virginia,Campbell,1306.7
51033,Virginia,Caroline,1379.5
51035,Virginia,Carroll,1234.2
51036,Virginia,Charles City,472.6
51037,Virginia,Charlotte,1230.3
51540,Virginia,Charlottesville (city),26.6
51550,Virginia,Chesapeake (city),882.4
51041,Virginia,Chesterfield,1102.6
51043,Virginia,Clarke,457.5
51560,Virginia,Clifton Forge (city),8.0
51570,Virginia,Colonial Heights (city),19.3
51580,Virginia,Covington (city),11.5
51045,Virginia,Craig,854.9
51047,Virginia,Culpeper,987.2
51049,Virginia,Cumberland,773.2
51590,Virginia,Danville (city),111.5
51051,Virginia,Dickenson,861.6
51053,Virginia,Dinwiddie,1304.7
51595,Virginia,Emporia (city),17.8
51057,Virginia,Essex,667.7
51059,Virginia,Fairfax,1024.5
51600,Virginia,Fairfax (city),16.0
51610,Virginia,Falls Church (city),5.2
51061,Virginia,Fauquier,1684.3
51063,Virginia,Floyd,988.0
51065,Virginia,Fluvanna,744.4
51067,Virginia,Franklin,1792.6
51620,Virginia,Franklin (city),19.9
51069,Virginia,Frederick,1073.8
51630,Virginia,Fredericksburg (city),27.2
51640,Virginia,Galax (city),20.9
51071,Virginia,Giles,927.0
51073,Virginia,Gloucester,561.0
51075,Virginia,Goochland,736.7
51077,Virginia,Grayson,1146.5
51079,Virginia,Greene,405.6
51081,Virginia,Greensville,765.2
51083,Virginia,Halifax,2107.7
51650,Virginia,Hampton (city),134.2
51085,Virginia,Hanover,1224.5
51660,Virginia,Harrisonburg (city),45.5
51087,Virginia,Henrico,616.8
51089,Virginia,Henry,990.4
51091,Virginia,Highland,1077.1
51670,Virginia,Hopewell (city),26.5
51093,Virginia,Isle of Wight,818.2
51095,Virginia,James City,370.1
51099,Virginia,King George,466.2
51101,Virginia,King William,713.4
51097,Virginia,King and Queen,819.2
51103,Virginia,Lancaster,344.9
51105,Virginia,Lee,1132.2
51678,Virginia,Lexington (city),6.5
51107,Virginia,Loudoun,1346.6
51109,Virginia,Louisa,1288.5
51111,Virginia,Lunenburg,1118.3
51680,Virginia,Lynchburg (city),127.9
51113,Virginia,Madison,832.6
51683,Virginia,Manassas (city),25.9
51685,Virginia,Manassas Park (city),4.7
51690,Virginia,Martinsville (city),28.4
51115,Virginia,Mathews,221.9
51117,Virginia,Mecklenburg,1616.1
51119,Virginia,Middlesex,337.5
51121,Virginia,Montgomery,1005.5
51125,Virginia,Nelson,1223.5
51127,Virginia,New Kent,543.5
51700,Virginia,Newport News (city),177.0
51710,Virginia,Norfolk (city),139.2
51131,Virginia,Northampton,537.1
51133,Virginia,Northumberland,498.1
51720,Virginia,Norton (city),18.8
51135,Virginia,Nottoway,815.2
51137,Virginia,Orange,885.1
51139,Virginia,Page,805.9
51141,Virginia,Patrick,1251.4
51730,Virginia,Petersburg (city),59.3
51143,Virginia,Pittsylvania,2514.5
51735,Virginia,Poquoson (city),40.2
51740,Virginia,Portsmouth (city),85.8
51145,Virginia,Powhatan,676.8
51147,Virginia,Prince Edward,913.8
51149,Virginia,Prince George,687.9
51153,Virginia,Prince William,876.5
51155,Virginia,Pulaski,830.3
51750,Virginia,Radford (city),25.4
51157,Virginia,Rappahannock,690.5
51159,Virginia,Richmond,495.9
51760,Virginia,Richmond (city),155.7
51161,Virginia,Roanoke,649.2
51770,Virginia,Roanoke (city),111.1
51163,Virginia,Rockbridge,1553.1
51165,Virginia,Rockingham,2204.6
51167,Virginia,Russell,1229.4
51775,Virginia,Salem (city),37.7
51169,Virginia,Scott,1389.8
51171,Virginia,Shenandoah,1326.7
51173,Virginia,Smyth,1171.0
51780,Virginia,South Boston (city),14.3
51175,Virginia,Southampton,1554.7
51177,Virginia,Spotsylvania,1038.3
51179,Virginia,Stafford,699.3
51790,Virginia,Staunton (city),51.2
51800,Virginia,Suffolk (city),1036.2
51181,Virginia,Surry,722.9
51183,Virginia,Sussex,1271.1
51185,Virginia,Tazewell,1346.2
51810,Virginia,Virginia Beach (city),643.2
51187,Virginia,Warren,553.5
51191,Virginia,Washington,1461.3
51820,Virginia,Waynesboro (city),36.4
51193,Virginia,Westmoreland,593.6
51830,Virginia,Williamsburg (city),22.3
51840,Virginia,Winchester (city),24.2
51195,Virginia,Wise,1044.7
51197,Virginia,Wythe,1199.8
51199,Virginia,York,273.5
53001,Washington,Adams,4985.7
53003,Washington,Asotin,1647.0
53005,Washington,Benton,4411.1
53007,Washington,Chelan,7567.0
53009,Washington,Clallam,4520.0
53011,Washington,Clark,1626.2
53013,Washington,Columbia,2250.2
53015,Washington,Cowlitz,2949.3
53017,Washington,Douglas,4715.3
53019,Washington,Ferry,5708.3
53021,Washington,Franklin,3217.3
53023,Washington,Garfield,1840.3
53025,Washington,Grant,6931.8
53027,Washington,Grays Harbor,4965.7
53029,Washington,Island,540.3
53031,Washington,Jefferson,4684.8
53033,Washington,King,5506.6
53035,Washington,Kitsap,1025.6
53037,Washington,Kittitas,5950.1
53039,Washington,Klickitat,4849.7
53041,Washington,Lewis,6236.2
53043,Washington,Lincoln,5986.1
53045,Washington,Mason,2489.3
53047,Washington,Okanogan,13644.9
53049,Washington,Pacific,2524.1
53051,Washington,Pend Oreille,3627.2
53053,Washington,Pierce,4339.7
53055,Washington,San Juan,453.1
53057,Washington,Skagit,4494.4
53059,Washington,Skamania,4290.4
53061,Washington,Snohomish,5413.6
53063,Washington,Spokane,4568.3
53065,Washington,Stevens,6418.9
53067,Washington,Thurston,1883.1
53069,Washington,Wahkiakum,684.4
53071,Washington,Walla Walla,3290.6
53073,Washington,Whatcom,5490.9
53075,Washington,Whitman,5592.8
53077,Washington,Yakima,11126.9
54001,West Virginia,Barbour,882.7
54003,West Virginia,Berkeley,831.8
54005,West Virginia,Boone,1302.8
54007,West Virginia,Braxton,1330.0
54009,West Virginia,Brooke,230.1
54011,West Virginia,Cabell,729.4
54013,West Virginia,Calhoun,726.8
54015,West Virginia,Clay,886.9
54017,West Virginia,Doddridge,830.0
54019,West Virginia,Fayette,1719.7
54021,West Virginia,Gilmer,880.8
54023,West Virginia,Grant,1236.1
54025,West Virginia,Greenbrier,2645.2
54027,West Virginia,Hampshire,1662.2
54029,West Virginia,Hancock,215.1
54031,West Virginia,Hardy,1511.1
54033,West Virginia,Harrison,1077.7
54035,West Virginia,Jackson,1206.4
54037,West Virginia,Jefferson,542.8
54039,West Virginia,Kanawha,2339.2
54041,West Virginia,Lewis,1007.1
54043,West Virginia,Lincoln,1133.0
54045,West Virginia,Logan,1176.5
54049,West Virginia,Marion,802.1
54051,West Virginia,Marshall,795.2
54053,West Virginia,Mason,1118.6
54047,West Virginia,McDowell,1385.0
54055,West Virginia,Mercer,1089.1
54057,West Virginia,Mineral,848.9
54059,West Virginia,Mingo,1094.6
54061,West Virginia,Monongalia,935.5
54063,West Virginia,Monroe,1226.1
54065,West Virginia,Morgan,593.2
54067,West Virginia,Nicholas,1680.1
54069,West Virginia,Ohio,275.0
54071,West Virginia,Pendleton,1807.8
54073,West Virginia,Pleasants,338.6
54075,West Virginia,Pocahontas,2435.5
54077,West Virginia,Preston,1679.3
54079,West Virginia,Putnam,896.8
54081,West Virginia,Raleigh,1572.1
54083,West Virginia,Randolph,2693.1
54085,West Virginia,Ritchie,1174.7
54087,West Virginia,Roane,1252.6
54089,West Virginia,Summers,935.5
54091,West Virginia,Taylor,447.5
54093,West Virginia,Tucker,1084.9
54095,West Virginia,Tyler,667.1
54097,West Virginia,Upshur,918.9
54099,West Virginia,Wayne,1310.0
54101,West Virginia,Webster,1440.4
54103,West Virginia,Wetzel,930.4
54105,West Virginia,Wirt,603.5
54107,West Virginia,Wood,951.4
54109,West Virginia,Wyoming,1297.3
